actions,ground_truths,board_numbers,image_numbers
Grip,down,137,3
Grip,down,137,4
Grip,down,137,5
Grip,down,137,6
Grip,right,137,7
Grip,grip,137,8
Grip,up,138,0
Grip,up,138,1
Grip,right,138,2
Grip,right,138,3
Grip,right,138,4
Grip,right,138,5
Grip,grip,138,6
Grip,up,139,0
Grip,up,139,1
Grip,right,139,10
Grip,right,139,11
Grip,right,139,12
Grip,grip,139,13
Grip,up,139,2
Grip,up,139,3
Grip,up,139,4
Grip,up,139,5
Grip,right,139,6
Grip,right,139,7
Grip,right,139,8
Grip,right,139,9
Grip,down,14,0
Grip,down,14,1
Grip,down,14,2
Grip,down,14,3
Grip,down,14,4
Grip,down,14,5
Grip,right,14,6
Grip,right,14,7
Grip,right,14,8
Grip,grip,14,9
Grip,down,140,0
Grip,right,140,1
Grip,right,140,2
Grip,right,140,3
Grip,right,140,4
Grip,right,140,5
Grip,right,140,6
Grip,right,140,7
Grip,grip,140,8
Grip,down,141,0
Grip,right,141,1
Grip,right,141,2
Grip,right,141,3
Grip,right,141,4
Grip,right,141,5
Grip,right,141,6
Grip,right,141,7
Grip,grip,141,8
Grip,down,142,0
Grip,down,142,1
Grip,right,142,10
Grip,right,142,11
Grip,grip,142,12
Grip,down,142,2
Grip,down,142,3
Grip,down,142,4
Grip,right,142,5
Grip,right,142,6
Grip,right,142,7
Grip,right,142,8
Grip,right,142,9
Grip,down,143,0
Grip,down,143,1
Grip,right,143,10
Grip,right,143,11
Grip,grip,143,12
Grip,down,143,2
Grip,down,143,3
Grip,down,143,4
Grip,right,143,5
Grip,right,143,6
Grip,right,143,7
Grip,right,143,8
Grip,right,143,9
Grip,up,144,0
Grip,up,144,1
Grip,left,144,10
Grip,left,144,11
Grip,grip,144,12
Grip,up,144,2
Grip,up,144,3
Grip,up,144,4
Grip,up,144,5
Grip,up,144,6
Grip,up,144,7
Grip,up,144,8
Grip,left,144,9
Grip,up,145,0
Grip,up,145,1
Grip,left,145,10
Grip,left,145,11
Grip,left,145,12
Grip,left,145,13
Grip,grip,145,14
Grip,up,145,2
Grip,up,145,3
Grip,left,145,4
Grip,left,145,5
Grip,left,145,6
Grip,left,145,7
Grip,left,145,8
Grip,left,145,9
Grip,left,146,0
Grip,left,146,1
Grip,left,146,2
Grip,left,146,3
Grip,grip,146,4
Grip,left,147,0
Grip,left,147,1
Grip,grip,147,10
Grip,left,147,2
Grip,left,147,3
Grip,left,147,4
Grip,left,147,5
Grip,left,147,6
Grip,left,147,7
Grip,left,147,8
Grip,left,147,9
Grip,down,148,0
Grip,down,148,1
Grip,left,148,2
Grip,left,148,3
Grip,left,148,4
Grip,left,148,5
Grip,left,148,6
Grip,left,148,7
Grip,grip,148,8
Grip,down,149,0
Grip,down,149,1
Grip,left,149,2
Grip,left,149,3
Grip,left,149,4
Grip,grip,149,5
Grip,down,15,0
Grip,down,15,1
Grip,right,15,10
Grip,right,15,11
Grip,grip,15,12
Grip,down,15,2
Grip,down,15,3
Grip,down,15,4
Grip,right,15,5
Grip,right,15,6
Grip,right,15,7
Grip,right,15,8
Grip,right,15,9
Grip,up,150,0
Grip,up,150,1
Grip,up,150,2
Grip,up,150,3
Grip,up,150,4
Grip,up,150,5
Grip,up,150,6
Grip,up,150,7
Grip,left,150,8
Grip,grip,150,9
Grip,up,151,0
Grip,up,151,1
Grip,up,151,2
Grip,up,151,3
Grip,up,151,4
Grip,left,151,5
Grip,grip,151,6
Grip,down,152,0
Grip,down,152,1
Grip,down,152,2
Grip,down,152,3
Grip,down,152,4
Grip,down,152,5
Grip,left,152,6
Grip,grip,152,7
Grip,down,153,0
Grip,down,153,1
Grip,down,153,2
Grip,down,153,3
Grip,down,153,4
Grip,down,153,5
Grip,left,153,6
Grip,grip,153,7
Grip,up,154,0
Grip,up,154,1
Grip,right,154,10
Grip,right,154,11
Grip,right,154,12
Grip,grip,154,13
Grip,up,154,2
Grip,up,154,3
Grip,up,154,4
Grip,up,154,5
Grip,up,154,6
Grip,up,154,7
Grip,right,154,8
Grip,right,154,9
Grip,up,155,0
Grip,up,155,1
Grip,grip,155,10
Grip,up,155,2
Grip,up,155,3
Grip,up,155,4
Grip,up,155,5
Grip,up,155,6
Grip,right,155,7
Grip,right,155,8
Grip,right,155,9
Grip,up,156,0
Grip,right,156,1
Grip,right,156,2
Grip,right,156,3
Grip,grip,156,4
Grip,up,157,0
Grip,right,157,1
Grip,right,157,2
Grip,right,157,3
Grip,right,157,4
Grip,right,157,5
Grip,grip,157,6
Grip,down,158,0
Grip,down,158,1
Grip,down,158,2
Grip,down,158,3
Grip,right,158,4
Grip,right,158,5
Grip,right,158,6
Grip,right,158,7
Grip,right,158,8
Grip,grip,158,9
Grip,down,159,0
Grip,down,159,1
Grip,down,159,2
Grip,down,159,3
Grip,down,159,4
Grip,right,159,5
Grip,right,159,6
Grip,right,159,7
Grip,right,159,8
Grip,grip,159,9
Grip,up,16,0
Grip,up,16,1
Grip,left,16,10
Grip,left,16,11
Grip,left,16,12
Grip,left,16,13
Grip,left,16,14
Grip,grip,16,15
Grip,up,16,2
Grip,up,16,3
Grip,up,16,4
Grip,up,16,5
Grip,up,16,6
Grip,up,16,7
Grip,up,16,8
Grip,up,16,9
Grip,up,160,0
Grip,up,160,1
Grip,left,160,10
Grip,left,160,11
Grip,left,160,12
Grip,left,160,13
Grip,grip,160,14
Grip,up,160,2
Grip,up,160,3
Grip,up,160,4
Grip,up,160,5
Grip,up,160,6
Grip,up,160,7
Grip,left,160,8
Grip,left,160,9
Grip,up,161,0
Grip,up,161,1
Grip,left,161,10
Grip,left,161,11
Grip,left,161,12
Grip,left,161,13
Grip,grip,161,14
Grip,up,161,2
Grip,up,161,3
Grip,up,161,4
Grip,up,161,5
Grip,up,161,6
Grip,up,161,7
Grip,up,161,8
Grip,up,161,9
Grip,left,162,0
Grip,left,162,1
Grip,grip,162,2
Grip,up,163,0
Grip,left,163,1
Grip,left,163,2
Grip,left,163,3
Grip,left,163,4
Grip,left,163,5
Grip,left,163,6
Grip,grip,163,7
Grip,down,164,0
Grip,down,164,1
Grip,left,164,10
Grip,left,164,11
Grip,left,164,12
Grip,left,164,13
Grip,left,164,14
Grip,grip,164,15
Grip,down,164,2
Grip,down,164,3
Grip,down,164,4
Grip,down,164,5
Grip,left,164,6
Grip,left,164,7
Grip,left,164,8
Grip,left,164,9
Grip,down,165,0
Grip,down,165,1
Grip,left,165,10
Grip,left,165,11
Grip,left,165,12
Grip,left,165,13
Grip,grip,165,14
Grip,down,165,2
Grip,down,165,3
Grip,down,165,4
Grip,left,165,5
Grip,left,165,6
Grip,left,165,7
Grip,left,165,8
Grip,left,165,9
Grip,up,166,0
Grip,up,166,1
Grip,up,166,2
Grip,up,166,3
Grip,right,166,4
Grip,right,166,5
Grip,grip,166,6
Grip,up,167,0
Grip,up,167,1
Grip,up,167,2
Grip,up,167,3
Grip,right,167,4
Grip,right,167,5
Grip,grip,167,6
Grip,down,168,0
Grip,down,168,1
Grip,down,168,2
Grip,down,168,3
Grip,down,168,4
Grip,down,168,5
Grip,right,168,6
Grip,right,168,7
Grip,grip,168,8
Grip,down,169,0
Grip,down,169,1
Grip,down,169,2
Grip,down,169,3
Grip,right,169,4
Grip,grip,169,5
Grip,up,17,0
Grip,up,17,1
Grip,grip,17,10
Grip,up,17,2
Grip,up,17,3
Grip,up,17,4
Grip,up,17,5
Grip,up,17,6
Grip,up,17,7
Grip,left,17,8
Grip,left,17,9
Grip,up,170,0
Grip,up,170,1
Grip,grip,170,10
Grip,up,170,2
Grip,up,170,3
Grip,right,170,4
Grip,right,170,5
Grip,right,170,6
Grip,right,170,7
Grip,right,170,8
Grip,right,170,9
Grip,up,171,0
Grip,up,171,1
Grip,right,171,2
Grip,right,171,3
Grip,right,171,4
Grip,right,171,5
Grip,right,171,6
Grip,right,171,7
Grip,right,171,8
Grip,grip,171,9
Grip,down,172,0
Grip,right,172,1
Grip,right,172,2
Grip,right,172,3
Grip,right,172,4
Grip,right,172,5
Grip,right,172,6
Grip,right,172,7
Grip,right,172,8
Grip,grip,172,9
Grip,right,173,0
Grip,right,173,1
Grip,right,173,2
Grip,right,173,3
Grip,grip,173,4
Grip,down,174,0
Grip,down,174,1
Grip,right,174,10
Grip,right,174,11
Grip,right,174,12
Grip,grip,174,13
Grip,down,174,2
Grip,down,174,3
Grip,down,174,4
Grip,down,174,5
Grip,down,174,6
Grip,right,174,7
Grip,right,174,8
Grip,right,174,9
Grip,down,175,0
Grip,down,175,1
Grip,down,175,2
Grip,down,175,3
Grip,down,175,4
Grip,down,175,5
Grip,right,175,6
Grip,right,175,7
Grip,right,175,8
Grip,grip,175,9
Grip,up,176,0
Grip,up,176,1
Grip,left,176,10
Grip,left,176,11
Grip,left,176,12
Grip,left,176,13
Grip,left,176,14
Grip,left,176,15
Grip,grip,176,16
Grip,up,176,2
Grip,up,176,3
Grip,up,176,4
Grip,up,176,5
Grip,up,176,6
Grip,up,176,7
Grip,up,176,8
Grip,left,176,9
Grip,up,177,0
Grip,up,177,1
Grip,left,177,10
Grip,left,177,11
Grip,grip,177,12
Grip,up,177,2
Grip,up,177,3
Grip,up,177,4
Grip,up,177,5
Grip,up,177,6
Grip,up,177,7
Grip,left,177,8
Grip,left,177,9
Grip,down,178,0
Grip,left,178,1
Grip,left,178,2
Grip,left,178,3
Grip,left,178,4
Grip,left,178,5
Grip,left,178,6
Grip,grip,178,7
Grip,down,179,0
Grip,left,179,1
Grip,left,179,2
Grip,left,179,3
Grip,grip,179,4
Grip,up,18,0
Grip,left,18,1
Grip,left,18,2
Grip,left,18,3
Grip,left,18,4
Grip,left,18,5
Grip,left,18,6
Grip,grip,18,7
Grip,down,180,0
Grip,down,180,1
Grip,down,180,2
Grip,left,180,3
Grip,left,180,4
Grip,left,180,5
Grip,left,180,6
Grip,left,180,7
Grip,grip,180,8
Grip,down,181,0
Grip,down,181,1
Grip,down,181,2
Grip,left,181,3
Grip,left,181,4
Grip,left,181,5
Grip,grip,181,6
Grip,up,182,0
Grip,up,182,1
Grip,up,182,2
Grip,up,182,3
Grip,up,182,4
Grip,up,182,5
Grip,left,182,6
Grip,grip,182,7
Grip,up,183,0
Grip,up,183,1
Grip,up,183,2
Grip,up,183,3
Grip,up,183,4
Grip,up,183,5
Grip,up,183,6
Grip,up,183,7
Grip,up,183,8
Grip,grip,183,9
Grip,down,184,0
Grip,down,184,1
Grip,down,184,2
Grip,down,184,3
Grip,down,184,4
Grip,grip,184,5
Grip,down,185,0
Grip,down,185,1
Grip,down,185,2
Grip,down,185,3
Grip,down,185,4
Grip,grip,185,5
Grip,up,186,0
Grip,up,186,1
Grip,grip,186,10
Grip,up,186,2
Grip,up,186,3
Grip,up,186,4
Grip,up,186,5
Grip,right,186,6
Grip,right,186,7
Grip,right,186,8
Grip,right,186,9
Grip,up,187,0
Grip,up,187,1
Grip,right,187,10
Grip,right,187,11
Grip,grip,187,12
Grip,up,187,2
Grip,up,187,3
Grip,up,187,4
Grip,up,187,5
Grip,up,187,6
Grip,up,187,7
Grip,right,187,8
Grip,right,187,9
Grip,right,188,0
Grip,right,188,1
Grip,right,188,2
Grip,right,188,3
Grip,grip,188,4
Grip,down,189,0
Grip,right,189,1
Grip,right,189,2
Grip,grip,189,3
Grip,down,19,0
Grip,left,19,1
Grip,left,19,2
Grip,left,19,3
Grip,left,19,4
Grip,left,19,5
Grip,left,19,6
Grip,left,19,7
Grip,left,19,8
Grip,grip,19,9
Grip,down,190,0
Grip,down,190,1
Grip,grip,190,10
Grip,down,190,2
Grip,right,190,3
Grip,right,190,4
Grip,right,190,5
Grip,right,190,6
Grip,right,190,7
Grip,right,190,8
Grip,right,190,9
Grip,down,191,0
Grip,down,191,1
Grip,right,191,10
Grip,right,191,11
Grip,grip,191,12
Grip,down,191,2
Grip,down,191,3
Grip,down,191,4
Grip,right,191,5
Grip,right,191,6
Grip,right,191,7
Grip,right,191,8
Grip,right,191,9
Grip,up,192,0
Grip,up,192,1
Grip,left,192,10
Grip,left,192,11
Grip,left,192,12
Grip,left,192,13
Grip,left,192,14
Grip,left,192,15
Grip,left,192,16
Grip,grip,192,17
Grip,up,192,2
Grip,up,192,3
Grip,up,192,4
Grip,up,192,5
Grip,up,192,6
Grip,up,192,7
Grip,left,192,8
Grip,left,192,9
Grip,up,193,0
Grip,up,193,1
Grip,left,193,10
Grip,left,193,11
Grip,grip,193,12
Grip,up,193,2
Grip,up,193,3
Grip,up,193,4
Grip,up,193,5
Grip,left,193,6
Grip,left,193,7
Grip,left,193,8
Grip,left,193,9
Grip,up,194,0
Grip,left,194,1
Grip,left,194,2
Grip,left,194,3
Grip,left,194,4
Grip,left,194,5
Grip,left,194,6
Grip,grip,194,7
Grip,left,195,0
Grip,left,195,1
Grip,left,195,2
Grip,left,195,3
Grip,left,195,4
Grip,left,195,5
Grip,left,195,6
Grip,left,195,7
Grip,left,195,8
Grip,grip,195,9
Grip,down,196,0
Grip,down,196,1
Grip,down,196,2
Grip,down,196,3
Grip,down,196,4
Grip,left,196,5
Grip,left,196,6
Grip,grip,196,7
Grip,down,197,0
Grip,down,197,1
Grip,down,197,2
Grip,left,197,3
Grip,left,197,4
Grip,left,197,5
Grip,left,197,6
Grip,grip,197,7
Grip,up,198,0
Grip,up,198,1
Grip,right,198,10
Grip,grip,198,11
Grip,up,198,2
Grip,up,198,3
Grip,up,198,4
Grip,up,198,5
Grip,up,198,6
Grip,up,198,7
Grip,up,198,8
Grip,right,198,9
Grip,up,199,0
Grip,up,199,1
Grip,up,199,2
Grip,up,199,3
Grip,up,199,4
Grip,up,199,5
Grip,up,199,6
Grip,right,199,7
Grip,right,199,8
Grip,grip,199,9
Grip,left,2,0
Grip,left,2,1
Grip,left,2,2
Grip,left,2,3
Grip,left,2,4
Grip,left,2,5
Grip,left,2,6
Grip,grip,2,7
Grip,down,20,0
Grip,down,20,1
Grip,down,20,2
Grip,down,20,3
Grip,down,20,4
Grip,left,20,5
Grip,left,20,6
Grip,grip,20,7
Grip,down,200,0
Grip,down,200,1
Grip,down,200,2
Grip,down,200,3
Grip,down,200,4
Grip,right,200,5
Grip,grip,200,6
Grip,down,201,0
Grip,down,201,1
Grip,right,201,2
Grip,grip,201,3
Grip,up,202,0
Grip,up,202,1
Grip,right,202,10
Grip,right,202,11
Grip,right,202,12
Grip,grip,202,13
Grip,up,202,2
Grip,up,202,3
Grip,up,202,4
Grip,up,202,5
Grip,up,202,6
Grip,up,202,7
Grip,up,202,8
Grip,up,202,9
Grip,up,203,0
Grip,up,203,1
Grip,right,203,10
Grip,grip,203,11
Grip,up,203,2
Grip,up,203,3
Grip,up,203,4
Grip,up,203,5
Grip,right,203,6
Grip,right,203,7
Grip,right,203,8
Grip,right,203,9
Grip,up,204,0
Grip,right,204,1
Grip,right,204,2
Grip,right,204,3
Grip,grip,204,4
Grip,down,205,0
Grip,right,205,1
Grip,right,205,2
Grip,right,205,3
Grip,right,205,4
Grip,grip,205,5
Grip,down,206,0
Grip,down,206,1
Grip,grip,206,10
Grip,down,206,2
Grip,down,206,3
Grip,right,206,4
Grip,right,206,5
Grip,right,206,6
Grip,right,206,7
Grip,right,206,8
Grip,right,206,9
Grip,down,207,0
Grip,down,207,1
Grip,right,207,10
Grip,right,207,11
Grip,grip,207,12
Grip,down,207,2
Grip,down,207,3
Grip,down,207,4
Grip,right,207,5
Grip,right,207,6
Grip,right,207,7
Grip,right,207,8
Grip,right,207,9
Grip,up,208,0
Grip,up,208,1
Grip,left,208,10
Grip,left,208,11
Grip,left,208,12
Grip,left,208,13
Grip,left,208,14
Grip,grip,208,15
Grip,up,208,2
Grip,up,208,3
Grip,up,208,4
Grip,up,208,5
Grip,up,208,6
Grip,up,208,7
Grip,up,208,8
Grip,up,208,9
Grip,up,209,0
Grip,up,209,1
Grip,grip,209,10
Grip,up,209,2
Grip,up,209,3
Grip,up,209,4
Grip,up,209,5
Grip,up,209,6
Grip,up,209,7
Grip,left,209,8
Grip,left,209,9
Grip,down,21,0
Grip,down,21,1
Grip,grip,21,10
Grip,down,21,2
Grip,down,21,3
Grip,down,21,4
Grip,left,21,5
Grip,left,21,6
Grip,left,21,7
Grip,left,21,8
Grip,left,21,9
Grip,left,210,0
Grip,left,210,1
Grip,left,210,2
Grip,left,210,3
Grip,left,210,4
Grip,left,210,5
Grip,left,210,6
Grip,left,210,7
Grip,grip,210,8
Grip,down,211,0
Grip,left,211,1
Grip,left,211,10
Grip,grip,211,11
Grip,left,211,2
Grip,left,211,3
Grip,left,211,4
Grip,left,211,5
Grip,left,211,6
Grip,left,211,7
Grip,left,211,8
Grip,left,211,9
Grip,down,212,0
Grip,down,212,1
Grip,left,212,10
Grip,left,212,11
Grip,left,212,12
Grip,left,212,13
Grip,grip,212,14
Grip,down,212,2
Grip,down,212,3
Grip,down,212,4
Grip,down,212,5
Grip,left,212,6
Grip,left,212,7
Grip,left,212,8
Grip,left,212,9
Grip,down,213,0
Grip,down,213,1
Grip,down,213,2
Grip,down,213,3
Grip,left,213,4
Grip,left,213,5
Grip,grip,213,6
Grip,up,214,0
Grip,up,214,1
Grip,grip,214,10
Grip,up,214,2
Grip,up,214,3
Grip,up,214,4
Grip,up,214,5
Grip,up,214,6
Grip,up,214,7
Grip,up,214,8
Grip,up,214,9
Grip,up,215,0
Grip,up,215,1
Grip,up,215,2
Grip,up,215,3
Grip,right,215,4
Grip,grip,215,5
Grip,down,216,0
Grip,down,216,1
Grip,down,216,2
Grip,left,216,3
Grip,grip,216,4
Grip,down,217,0
Grip,down,217,1
Grip,down,217,2
Grip,right,217,3
Grip,grip,217,4
Grip,up,218,0
Grip,up,218,1
Grip,up,218,2
Grip,up,218,3
Grip,right,218,4
Grip,right,218,5
Grip,grip,218,6
Grip,up,219,0
Grip,up,219,1
Grip,grip,219,10
Grip,up,219,2
Grip,up,219,3
Grip,up,219,4
Grip,up,219,5
Grip,right,219,6
Grip,right,219,7
Grip,right,219,8
Grip,right,219,9
Grip,up,22,0
Grip,up,22,1
Grip,up,22,2
Grip,up,22,3
Grip,up,22,4
Grip,up,22,5
Grip,up,22,6
Grip,left,22,7
Grip,grip,22,8
Grip,up,220,0
Grip,right,220,1
Grip,right,220,2
Grip,right,220,3
Grip,right,220,4
Grip,right,220,5
Grip,grip,220,6
Grip,down,221,0
Grip,right,221,1
Grip,right,221,2
Grip,grip,221,3
Grip,down,222,0
Grip,down,222,1
Grip,right,222,2
Grip,right,222,3
Grip,right,222,4
Grip,right,222,5
Grip,right,222,6
Grip,right,222,7
Grip,grip,222,8
Grip,down,223,0
Grip,down,223,1
Grip,down,223,2
Grip,right,223,3
Grip,right,223,4
Grip,right,223,5
Grip,grip,223,6
Grip,up,224,0
Grip,up,224,1
Grip,left,224,2
Grip,left,224,3
Grip,left,224,4
Grip,left,224,5
Grip,left,224,6
Grip,grip,224,7
Grip,up,225,0
Grip,up,225,1
Grip,left,225,10
Grip,left,225,11
Grip,left,225,12
Grip,left,225,13
Grip,left,225,14
Grip,grip,225,15
Grip,up,225,2
Grip,up,225,3
